,sumpri,change,id,negotiator,pridev,posdev,closer,bin2,bin23,bin34,bin4,format2,format3,priorconfi,highprior,antinumeracy,vulnerable,emerging,exporter,developed,emiter,postconfi,paris,age,male,children,education
450,177.5,0.00966996,16,1,0.111971831,0.121641791,0,0,0,1,0,0,0,NA,1,1,0,0,0,1,0,NA,1,41,1,3,e
451,100,0,17,0,0.3,0.3,0,0,0,1,0,0,0,5,1,0,NA,NA,NA,0,0,5,1,37,1,1,e
452,177.5,0.027798369,18,0,0.027464789,0.055263158,0,0,0,1,0,0,0,4,1,1,NA,NA,NA,0,0,4,1,36,1,0,d
453,135,0.081481481,19,0,0.031481481,0.05,0,0,0,1,0,0,0,5,1,0,0,0,0,1,1,6,1,35,1,0,e
454,155,0.141935484,20,0,0.191935484,0.05,1,0,0,1,0,0,0,4,1,1,0,0,0,1,1,3,1,32,1,0,e
455,190,0.088731444,21,1,0.010526316,0.078205128,0,0,0,1,0,0,0,NA,1,1,0,4,0,0,0,NA,1,43,1,1,e
456,155,0.162826421,22,1,0.191935484,0.354761905,0,0,0,1,0,0,0,6,0,1,NA,NA,NA,0,0,6,1,47,1,3,e
457,167.5,0.020895522,23,1,0.270895522,0.25,1,0,0,1,0,0,0,5,0,1,0,0,0,1,0,4,1,30,0,NA,
458,195,0.084935897,24,0,0.052564103,0.1375,0,0,0,1,0,0,0,5,1,1,0,0,0,1,1,4,1,38,1,0,e
459,210,0,25,1,0.116666667,0.116666667,0,0,0,1,0,0,0,5,0,1,NA,NA,NA,0,0,5,1,32,1,0,e
460,190,0.048245614,26,0,0.081578947,0.033333333,1,0,0,1,0,0,0,5,1,1,NA,NA,NA,0,0,5,1,38,0,0,e
461,190,0,27,1,0.134210526,0.134210526,0,0,0,1,0,0,0,4,1,1,0,4,0,0,0,5,1,33,0,0,g
462,135,0.105820106,28,1,0.07962963,0.026190476,1,0,0,1,0,0,0,5,1,0,1,0,0,0,0,6,1,26,1,0,e
463,78,0,29,1,0.45,0.45,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,6,1,62,1,4,e
464,127,0.069855288,30,1,0.418503937,0.348648649,1,0,0,1,0,0,0,4.5,0,0,0,0,4,0,0,4.5,1,41,1,1,e
465,157,0.138370306,31,1,0.278025478,0.139655172,1,0,0,1,0,0,0,6,0,1,1,0,0,0,0,6,1,39,0,0,e
466,180,0.101307189,32,0,0.061111111,0.040196078,1,0,0,1,0,0,0,6,1,1,0,0,0,0,0,5,1,45,1,0,f
467,194.5,0.229995077,33,0,0.105526992,0.124468085,0,0,0,1,0,0,0,7,1,1,NA,NA,NA,0,0,7,1,60,0,2,g
468,160,0.102822581,34,1,0.2625,0.159677419,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,4,1,51,1,2,g
469,106,0,35,1,0.45,0.45,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,5,1,60,1,5,g
470,172.5,0.029731458,36,0,0.07173913,0.101470588,0,0,0,1,0,0,0,6,1,1,NA,NA,NA,0,0,4,1,51,0,0,e
471,100,0.072222222,37,0,0.3,0.227777778,1,0,0,1,0,0,0,2,0,0,NA,NA,NA,0,0,1,1,53,0,0,g
472,120,0.283333333,38,0,0.283333333,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,1,56,0,2,e
473,185,0.103257104,39,1,0.063513514,0.03974359,1,0,0,1,0,0,0,4,1,1,1,0,0,0,0,4,1,31,1,0,d
474,120,0.083333333,40,0,0.133333333,0.05,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,4,1,36,1,2,g
475,192,0.004100178,41,1,0.257291667,0.253191489,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,5,1,40,0,0,d
476,167.5,0.296462891,42,1,0.390298507,0.093835616,1,0,0,1,0,0,0,5,0,1,1,0,0,0,0,5,1,30,1,0,e
477,275,0.009569378,43,1,0.177272727,0.186842105,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,2,1,43,1,2,e
478,100,0,44,1,0.25,0.25,0,0,0,1,0,0,0,7,1,0,NA,NA,NA,0,0,7,1,45,0,1,g
479,77,0,45,1,0.55,0.55,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,5,1,60,0,3,f
480,145,0.111234705,46,0,0.174137931,0.062903226,1,0,0,1,0,0,0,4,0,1,NA,NA,NA,0,0,5,1,NA,0,NA,f
481,110,0.090909091,47,0,0.359090909,0.45,0,0,0,1,0,0,0,5,0,0,NA,NA,NA,0,0,5,1,38,1,4,d
482,100,0.5,48,0,0.45,0.05,1,0,0,1,0,0,0,3,0,0,NA,NA,NA,0,0,4,1,26,0,0,g
483,100,0.157894737,49,0,0.45,0.292105263,1,0,0,1,0,0,0,5,0,0,NA,NA,NA,0,0,5,1,26,1,0,e
484,115,0.065217391,50,0,0.015217391,0.05,0,0,0,1,0,0,0,6,1,0,NA,NA,NA,0,0,3,1,62,1,4,e
485,180,0.107279694,51,0,0.005555556,0.101724138,0,0,0,1,0,0,0,3,1,1,NA,NA,NA,0,0,4,1,33,1,0,g
486,50,0.444444444,52,0,0.45,0.005555556,1,0,0,1,0,0,0,2,0,1,0,0,4,0,0,2,1,41,1,1,e
487,80,0,53,1,0.45,0.45,0,0,0,1,0,0,0,4,1,0,1,4,0,0,0,6,1,66,0,5,f
488,160,0.065217391,54,0,0.05,0.015217391,1,0,0,1,0,0,0,2,1,1,NA,NA,NA,0,0,2,1,21,1,0,c
489,100,0.2,55,0,0.45,0.25,1,0,0,1,0,0,0,4,0,0,NA,NA,NA,0,0,6,1,60,1,3,e
490,100,0.25,56,0,0.3,0.05,1,0,0,1,0,0,0,3,0,0,NA,NA,NA,0,0,4,1,24,1,0,d
491,240,0,57,1,0.116666667,0.116666667,0,0,0,1,0,0,0,6,1,1,1,4,0,0,0,6,1,56,1,3,e
492,95,0,58,0,0.392105263,0.392105263,0,0,0,1,0,0,0,5,1,0,1,0,0,0,0,5,1,40,1,2,e
493,265,0.006289309,59,0,0.110377358,0.116666667,0,0,0,1,0,1,0,7,1,1,NA,NA,NA,0,0,7,1,73,1,1,f
494,145,0.046336207,60,1,0.277586207,0.23125,1,0,0,1,0,1,0,4,0,1,1,0,0,0,0,4,1,NA,1,4,e
495,70,0,61,0,0.45,0.45,0,0,0,1,0,1,0,5,0,0,0,0,0,1,1,5,1,50,0,2,e
496,192.5,0.02048467,62,0,0.099350649,0.078865979,1,0,0,1,0,1,0,5,1,1,0,0,4,1,0,6,1,23,0,0,d
497,155,0.123502304,63,0,0.130645161,0.007142857,1,0,0,1,0,1,0,6,1,1,0,0,4,1,1,6,1,28,1,0,e
498,205,0.044134727,64,0,0.303658537,0.25952381,1,0,0,1,0,1,0,5,1,1,1,0,0,0,0,4,1,45,1,0,f
499,150,0.210416667,65,0,0.316666667,0.10625,1,0,0,1,0,1,0,5,0,1,1,0,0,0,0,5,1,42,0,0,e
500,102.5,0,66,0,0.425609756,0.425609756,0,0,0,1,0,1,0,7,0,0,0,4,4,0,1,6,1,45,0,1,g
501,135,0.052777778,67,0,0.172222222,0.225,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,3,1,31,0,0,e
502,175,0,68,0,0.221428571,0.221428571,0,0,0,1,0,1,0,6,0,1,1,0,0,0,0,6,1,45,0,2,e
503,210,0.020634921,69,0,0.092857143,0.072222222,1,0,0,1,0,1,0,3,1,1,0,0,0,1,0,4,1,21,0,0,d
504,100,0.025,70,1,0.05,0.075,0,0,0,1,0,1,0,2,1,0,1,0,4,0,1,4,1,35,1,0,e
505,130,0.155518395,71,1,0.257692308,0.102173913,1,0,0,1,0,1,0,4,0,0,1,0,0,0,0,4,1,40,1,4,e
506,100,0.15,72,1,0.2,0.05,1,0,0,1,0,1,0,6,1,0,1,4,0,0,0,5,1,50,1,0,e
507,100,0,73,0,0.25,0.25,0,0,0,1,0,1,0,5,0,0,NA,NA,NA,0,0,5,1,64,1,3,g
508,115,0.086956522,74,1,0.189130435,0.276086957,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,4.5,1,60,1,3,e
509,145,0.344827586,75,1,0.105172414,0.45,0,0,0,1,0,1,0,7,0,1,0,4,0,0,0,5,1,55,1,4,e
510,155,0.146169355,76,1,0.127419355,0.01875,1,0,0,1,0,1,0,3,1,1,1,0,4,0,0,5,1,26,1,0,e
511,212.5,0.113543091,77,0,0.214705882,0.101162791,1,0,0,1,0,1,0,4,0,1,NA,NA,NA,0,0,4,1,24,1,0,e
512,130.5,0.284625418,78,0,0.319731801,0.035106383,1,0,0,1,0,1,0,3,0,0,NA,NA,NA,0,0,4,1,35,1,0,e
513,90,0,79,0,0.45,0.45,0,0,0,1,0,1,0,7,0,0,0,4,4,0,0,7,1,30,1,NA,e
514,65,1,80,1,0.45,0.55,0,0,0,1,0,1,0,1,0,0,0,0,4,0,0,4,1,30,0,0,e
515,90,0.252136752,81,1,0.394444444,0.142307692,1,0,0,1,0,1,0,5,0,0,1,4,0,0,0,6,1,52,1,1,e
516,215,0.085271318,82,1,0.031395349,0.116666667,0,0,0,1,0,1,0,NA,1,1,1,4,0,0,0,5,1,42,1,2,e
517,205,0.04315197,83,0,0.108536585,0.065384615,1,0,0,1,0,1,0,5,1,1,1,0,0,0,0,5,1,32,1,1,e
518,75,0,84,1,0.45,0.45,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,5,1,35,1,0,e
519,165,0.221525601,85,1,0.056060606,0.277586207,0,0,0,1,0,1,0,5,0,1,0,4,0,1,1,4,1,27,1,0,d
520,100,0,86,1,0.55,0.55,0,0,0,1,0,1,0,NA,1,0,1,0,0,0,0,1,1,NA,1,NA,d
521,210,0.064230343,87,1,0.211904762,0.147674419,1,0,0,1,0,1,0,4,0,1,1,0,0,0,0,4,1,47,0,2,c
522,100,0,88,0,0.45,0.45,0,0,0,1,0,1,0,4,0,0,NA,NA,NA,0,0,4,1,49,0,3,f
523,190,0.107212475,89,1,0.186842105,0.07962963,1,0,0,1,0,1,0,5,0,1,1,0,0,0,0,6,1,46,1,3,g
524,104,0.018783542,90,0,0.373076923,0.391860465,0,0,0,1,0,1,0,5,0,0,NA,NA,NA,0,0,4,1,39,0,0,f
525,130,0.049978271,91,1,0.219230769,0.26920904,0,0,0,1,0,1,0,NA,1,0,1,0,0,0,0,6,1,38,1,5,
526,100,0.15,92,0,0.15,0,1,0,0,1,0,1,0,6,1,0,NA,NA,NA,0,0,6,1,35,1,2,e
527,155,0,93,0,0.127419355,0.127419355,0,0,0,1,0,1,0,7,0,1,NA,NA,NA,0,0,7,1,26,1,0,e
528,110,0.022727273,94,0,0.177272727,0.2,0,0,0,1,0,1,0,6,0,0,NA,NA,NA,0,0,6,1,53,1,2,g
529,100,0,95,1,0.2,0.2,0,0,0,1,0,1,0,3,0,0,0,0,0,1,1,3,1,NA,0,NA,e
530,140,0.200549451,96,0,0.057142857,0.257692308,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,5,1,32,1,2,c
531,100,0,97,0,0.55,0.55,0,0,0,1,0,1,0,7,1,0,1,0,0,0,0,7,1,47,0,3,g
532,193.5,0.007530454,98,0,0.000387597,0.007142857,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,2,1,31,1,0,e
533,255,0.026666667,99,0,0.116666667,0.09,1,0,0,1,0,1,0,6,1,1,0,0,4,1,1,7,1,28,1,0,e
534,208,0.155405405,100,0,0.2,0.044594595,1,0,0,1,0,1,0,7,1,1,NA,NA,NA,0,0,6,1,28,1,0,e
535,116,0,101,0,0.122413793,0.122413793,0,0,0,1,0,1,0,6,1,0,NA,NA,NA,0,0,4,1,43,0,3,g
536,210,0.023809524,102,0,0.069047619,0.092857143,0,0,0,1,0,1,0,5,1,1,NA,NA,NA,0,0,5,1,34,1,0,e
537,100,0,103,1,0.45,0.45,0,0,0,1,0,1,0,7,0,0,1,0,0,0,0,7,1,45,0,3,e
538,120,0.041666667,104,1,0.116666667,0.075,1,0,0,1,0,1,0,3,0,0,0,4,4,0,1,4,1,33,0,0,g
539,119.5,0.158240953,105,1,0.156694561,0.001546392,1,0,0,1,0,1,0,4,1,0,0,0,4,1,1,5,1,62,0,0,e
540,190,0.219473684,106,1,0.239473684,0.02,1,0,0,1,0,1,0,3,0,1,0,0,4,1,1,5,1,36,1,1,e
541,120,0.054761904,107,1,0.183333333,0.128571429,1,0,0,1,0,1,0,2,0,0,0,0,4,1,1,3,1,26,1,0,e
542,180,0,108,0,0.005555556,0.005555556,0,0,0,1,0,1,0,2,1,1,NA,NA,NA,0,0,2,1,30,1,0,e
543,130,0,109,1,0.296153846,0.296153846,0,0,0,1,0,1,0,4,0,0,0,4,0,0,0,NA,1,44,1,3,g
544,339,0.006317137,110,0,0.163864307,0.15754717,1,0,0,1,0,1,0,6,1,1,1,0,0,0,0,6,1,48,0,5,g
545,85,0,111,1,0.45,0.45,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,6,1,60,1,5,e
546,229,0.049359065,112,0,0.157423581,0.108064516,1,0,0,1,0,1,0,5,1,1,0,0,4,0,0,3,1,35,0,0,e
547,100,0,113,0,0.3,0.3,0,0,0,1,0,1,0,5,0,0,NA,NA,NA,0,0,3,1,31,1,0,e
548,110,0.236201298,114,0,0.277272727,0.041071429,1,0,0,1,0,1,0,4,1,0,0,0,0,0,0,5,1,35,0,1,f
549,160,0.066964286,115,1,0.01875,0.085714286,0,0,0,1,0,1,0,3,1,1,0,0,4,0,0,4,1,58,1,1,f
550,90,0,116,0,0.116666667,0.116666667,0,0,0,1,0,1,0,4,1,0,NA,NA,NA,0,0,4,1,38,1,2,e
551,100,0.03452381,117,0,0.175,0.14047619,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,5,1,36,1,2,e
552,230,0.029951691,118,0,0.102173913,0.072222222,1,0,0,1,0,0,1,5,1,1,1,0,0,0,0,4,1,21,0,0,e
553,140,0.160714286,119,0,0.235714286,0.075,1,0,0,1,0,0,1,5,0,0,0,0,4,1,1,4,1,63,1,2,e
554,135,0.115009747,120,1,0.301851852,0.186842105,1,0,0,1,0,0,1,5,0,0,0,0,0,1,1,7,1,35,1,0,e
555,105,0.112781955,121,1,0.021428571,0.134210526,0,0,0,1,0,0,1,NA,1,0,0,0,0,1,0,NA,1,35,0,1,e
556,200,0.033928571,122,1,0.0125,0.021428571,0,0,0,1,0,0,1,7,1,1,1,0,0,0,0,5,1,38,0,0,e
557,200,0,123,1,0.2,0.2,0,0,0,1,0,0,1,5,1,1,0,0,0,1,1,5,1,56,1,0,g
558,100,0.539473684,124,0,0.2,0.339473684,0,0,0,1,0,0,1,7,1,0,0,4,0,0,1,5,1,53,0,2,g
559,180,0.012698413,125,0,0.005555556,0.007142857,0,0,0,1,0,0,1,4,1,1,0,0,0,1,1,4,1,56,1,2,g
560,95,0.137299771,126,0,0.339473684,0.202173913,1,0,0,1,0,0,1,5,1,0,0,0,4,1,0,5,1,69,1,2,f
561,157.5,0.026208934,127,0,0.243650794,0.21744186,1,0,0,1,0,0,1,4,0,1,0,0,0,1,1,5,1,65,1,2,d
562,120,0.134615385,128,0,0.2,0.065384615,1,0,0,1,0,0,1,5,0,0,0,4,0,1,0,6,1,27,1,0,f
563,287.5,0.180788675,129,1,0.258695652,0.077906977,1,0,0,1,0,0,1,6,1,1,1,4,0,0,0,6,1,29,0,0,f
564,260,0.012820513,130,0,0.103846154,0.116666667,0,0,0,1,0,0,1,6,1,1,0,0,4,1,1,5,1,24,0,0,d
565,100,0.3,131,1,0.25,0.55,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,2,1,37,1,1,e
566,100,0,132,1,0.05,0.05,0,0,0,1,0,0,1,5,1,0,1,4,0,0,0,4,1,47,1,3,e
567,125,0.03,133,1,0.13,0.1,1,0,0,1,0,0,1,NA,1,0,0,0,4,1,1,5,1,51,1,2,e
568,186,0.030601569,134,0,0.111290323,0.141891892,0,0,0,1,0,0,1,5,1,1,NA,NA,NA,0,0,4,1,38,1,0,f
569,100,0.180769231,135,0,0.15,0.030769231,1,0,0,1,0,0,1,4,0,0,NA,NA,NA,0,0,4,1,50,1,0,e
570,150,0.351851852,136,1,0.05,0.301851852,0,0,0,1,0,0,1,6,1,1,1,0,4,0,0,7,1,45,1,2,e
571,135,0.066981875,137,1,0.042592593,0.109574468,0,0,0,1,0,0,1,5,1,0,0,0,0,1,0,5,1,51,0,2,e
572,140,0.047619047,138,1,0.164285714,0.116666667,1,0,0,1,0,0,1,6,1,0,NA,NA,NA,0,0,5,1,32,1,2,e
573,110,0,139,0,0.159090909,0.159090909,0,0,0,1,0,0,1,4,1,0,NA,NA,NA,0,0,4,1,NA,0,1,g
574,205,0,140,1,0.059756098,0.059756098,0,0,0,1,0,0,1,6,1,1,1,0,4,0,0,5,1,37,1,0,e
575,154,0.021428571,141,0,0.021428571,0,1,0,0,1,0,0,1,5,1,1,NA,NA,NA,0,0,5,1,31,1,0,e
576,80,0.653465347,142,1,0.55,0.103465347,1,0,0,1,0,0,1,5,1,0,0,4,4,0,0,5,1,38,0,0,g
577,120,0.023550724,143,1,0.008333333,0.015217391,0,0,0,1,0,0,1,4,1,0,0,0,0,1,0,5,1,38,1,2,g
578,253,0.105872388,144,1,0.133794466,0.027922078,1,0,0,1,0,0,1,6,1,1,0,4,0,1,0,6,1,41,1,1,g
579,135,0.004444444,145,0,0.005555556,0.01,0,0,0,1,0,0,1,4,1,0,NA,NA,NA,0,0,5,1,35,1,2,g
580,130,0.369230769,146,0,0.219230769,0.15,1,0,0,1,0,0,1,3,0,0,NA,NA,NA,0,0,4,1,36,1,2,e
581,188,0.095592706,147,1,0.067021277,0.028571429,1,0,0,1,0,0,1,7,1,1,1,0,0,0,0,6,1,34,1,0,e
582,80,0.4,148,1,0.45,0.05,1,0,0,1,0,0,1,5,0,0,0,0,0,1,1,5,1,43,0,3,e
583,165,0.048484848,149,0,0.034848485,0.083333333,0,0,0,1,0,0,1,6,1,1,NA,NA,NA,0,0,6,1,40,0,0,e
584,100,0,150,0,0.4,0.4,0,0,0,1,0,0,1,NA,0,0,NA,NA,NA,0,0,4,1,36,1,2,e
585,120,0.241869919,151,0,0.366666667,0.124796748,1,0,0,1,0,0,1,3,0,0,NA,NA,NA,0,0,6,1,27,0,0,e
586,157,0.052175091,152,1,0.027707006,0.024468085,1,0,0,1,0,0,1,4,1,1,1,0,0,0,0,4,1,50,1,3,g
587,100,0.25,153,1,0.2,0.05,1,0,0,1,0,0,1,NA,0,0,0,0,0,1,1,4,1,38,1,2,e
588,100,0.128571429,154,0,0.15,0.021428571,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,4,1,28,1,0,e
589,106,0.05293501,155,0,0.091509434,0.144444444,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,4,1,25,0,0,e
590,123,0.09584938,156,1,0.124796748,0.028947368,1,0,0,1,0,0,1,4,0,0,0,0,0,1,1,6,1,27,1,0,e
591,100,0.2,157,0,0.25,0.05,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,3,1,29,1,0,e
592,160,0.206439394,158,1,0.2625,0.056060606,1,0,0,1,0,0,1,5,0,1,0,0,0,1,0,5,1,52,0,0,d
593,160,0.273854962,159,1,0.075,0.198854962,0,0,0,1,0,0,1,3,1,1,0,4,0,1,0,5,1,37,0,0,g
594,170,0.11328976,160,1,0.155882353,0.042592593,1,0,0,1,0,0,1,3,1,1,1,0,0,0,0,6,1,30,1,0,e
595,65,0.21719457,161,0,0.373076923,0.155882353,1,0,0,1,0,0,1,2,0,0,0,0,0,1,1,2,1,63,0,2,d
596,118,0.14527845,162,0,0.238135593,0.092857143,1,0,0,1,0,0,1,4,0,0,NA,NA,NA,0,0,4,1,70,1,3,g
597,190,0,163,1,0.028947368,0.028947368,0,0,0,1,0,0,1,6,1,1,1,0,0,0,0,6,1,35,1,2,e
598,165,0.038244514,164,1,0.189393939,0.151149425,1,0,0,1,0,0,1,5,0,1,1,0,4,0,0,6,1,34,0,0,g
599,130,0.036923077,165,1,0.373076923,0.41,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,4,1,47,0,2,e
600,100,0,166,0,0.45,0.45,0,0,0,1,0,0,1,7,0,0,0,4,0,0,0,6,1,39,1,2,e
601,110,NA,167,0,0.359090909,NA,NA,0,0,1,0,0,1,6,0,0,0,0,4,0,0,NA,1,23,1,0,d
602,125,0,168,1,0.29,0.29,0,0,0,1,0,0,1,4,0,0,1,0,0,0,0,NA,1,54,1,11,f
603,142,0.21066275,169,0,0.323239437,0.112576687,1,0,0,1,0,0,1,4,0,1,NA,NA,NA,0,0,3,1,49,1,2,g
604,125,0.16,170,1,0.21,0.05,1,0,0,1,0,0,1,5,0,0,0,0,4,1,1,3,1,41,1,2,e
605,192,0.142809139,171,1,0.189583333,0.046774194,1,0,0,1,0,0,1,5,1,1,0,4,0,0,0,7,1,34,1,0,e
606,134,0,172,1,0.196268657,0.196268657,0,0,0,1,0,0,1,4,1,0,0,0,0,1,1,5,1,35,1,3,e
607,180,0.060457517,173,1,0.255555556,0.195098039,1,0,0,1,0,0,1,5,0,1,0,4,0,0,0,5,1,48,1,3,e
608,180,0.045454545,174,0,0.05,0.004545455,1,0,0,1,0,0,1,6,1,1,0,0,4,0,0,6,1,59,1,2,g
609,100,0,175,1,0.45,0.45,0,0,0,1,0,0,1,7,1,0,0,4,0,0,0,7,1,65,1,4,e
610,157.5,0.015873016,176,0,0.073809524,0.057936508,1,0,0,1,0,0,1,3,1,1,0,0,4,0,0,5,1,52,1,2,e
611,145,0.036206897,177,1,0.036206897,0,1,0,0,1,0,0,1,6,0,1,1,0,0,0,0,3,1,45,1,3,g
612,121,0.065822637,178,0,0.135950413,0.20177305,0,0,0,1,0,0,1,5,0,0,NA,NA,NA,0,0,6,1,39,1,0,e
613,162,0.026631393,179,0,0.062345679,0.035714286,1,0,0,1,0,0,1,6,1,1,NA,NA,NA,0,0,6,1,46,1,2,e
614,150,0.121212122,180,0,0.116666667,0.004545455,1,0,0,1,0,0,1,2,1,1,0,0,4,0,0,4,1,34,0,0,g
615,157,0.114861995,181,0,0.131528662,0.016666667,1,0,0,1,0,0,1,3,0,1,NA,NA,NA,0,0,4,1,26,0,0,e
616,277,0.050813978,182,0,0.161191336,0.110377358,1,0,0,1,0,0,1,1,1,1,NA,NA,NA,0,0,3,1,28,0,0,e
617,179,0.000240283,183,1,0.170670391,0.170430108,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,30,1,0,e
618,185,0,184,1,0.233783784,0.233783784,0,0,0,1,0,0,1,5,0,1,0,0,0,1,0,6,1,55,1,2,g
619,149.5,0.048070425,185,0,0.014882943,0.062953368,0,0,0,1,0,0,1,4,0,1,1,0,0,0,0,2,1,51,1,1,g
620,144.5,0.081951497,186,1,0.103979239,0.185930736,0,0,0,1,0,0,0,5,1,1,1,0,0,0,0,5,1,50,1,3,e
621,136.5,0.070607089,187,0,0.244871795,0.174264706,1,0,0,1,0,1,0,5,0,0,0,0,4,1,1,4,1,67,1,2,g
622,129,0.002385211,188,0,0.139922481,0.142307692,0,0,0,1,0,1,0,5,0,0,0,0,0,1,1,5,1,45,1,1,g
623,100,0.029292929,189,1,0.05,0.020707071,1,0,0,1,0,0,0,5,1,0,0,0,0,1,1,6,1,30,1,0,e
624,150,0,190,1,0.316666667,0.316666667,0,0,0,1,0,1,0,6,0,1,0,0,0,1,1,6,1,30,1,0,e
625,130,0.041666667,191,1,0.05,0.091666667,0,0,0,1,0,0,0,3,1,0,1,4,0,0,0,3,1,59,1,2,f
626,100,0,192,0,0.05,0.05,0,0,0,1,0,0,1,5,1,0,NA,NA,NA,0,0,5,1,69,0,0,f
627,100,0,193,0,0.35,0.35,0,0,0,1,0,0,0,6,0,0,NA,NA,NA,0,0,6,1,59,1,1,e
628,100,0,194,1,0.15,0.15,0,0,0,1,0,0,0,2,1,0,0,0,0,1,1,2,1,57,1,0,e
629,166,0.128902708,195,0,0.148795181,0.019892473,1,0,0,1,0,0,1,5,0,1,NA,NA,NA,0,0,5,1,45,1,0,e
630,210,0.05952381,196,0,0.14047619,0.2,0,0,0,1,0,0,0,4,1,1,NA,NA,NA,0,0,4,1,49,0,2,e
631,250,0.013137255,197,1,0.12,0.106862745,1,0,0,1,0,0,0,5,1,1,1,0,0,0,0,4,1,NA,0,NA,g
632,170,0.007142857,198,0,0.2,0.207142857,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,4,1,61,1,1,e
633,305,0.16352459,199,1,0.13852459,0.025,1,0,0,1,0,0,0,6,1,1,NA,NA,NA,0,0,6,1,NA,0,2,e
634,45,0.012820513,200,0,0.283333333,0.296153846,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,4,1,34,1,2,f
635,160,0.298295455,201,0,0.29375,0.004545455,1,0,0,1,0,0,0,5,0,1,0,0,0,1,1,7,1,48,0,0,g
636,100,0,202,1,0.45,0.45,0,0,0,1,0,1,0,4,0,0,0,0,0,1,1,4,1,57,1,1,e
637,100,0,203,0,0.2,0.2,0,0,0,1,0,0,1,NA,0,0,0,0,0,1,1,5,1,52,0,3,f
638,100,0,204,1,0.05,0.05,0,0,0,1,0,0,0,5,1,0,0,4,4,0,1,5,1,NA,1,NA,g
639,100,0.05,205,0,0.3,0.25,1,0,0,1,0,0,0,6,1,0,NA,NA,NA,0,0,4,1,48,1,2,g
640,125,0,206,0,0.05,0.05,0,0,0,1,0,0,0,2,1,0,NA,NA,NA,0,0,NA,1,69,0,4,g
641,100,0.25,207,1,0.35,0.1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,3,1,45,1,3,e
642,95,0,208,0,0.45,0.45,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,5,1,35,0,0,e
643,230,0.10741688,209,0,0.145652174,0.038235294,1,0,0,1,0,0,1,5,0,1,0,0,0,1,1,5,1,55,1,1,g
644,120,0.100490196,210,0,0.158333333,0.057843137,1,0,0,1,0,1,0,2,0,0,0,0,0,1,1,2,1,56,1,2,g
645,160,0.006944444,211,0,0.0125,0.005555556,1,0,0,1,0,1,0,6,1,1,NA,NA,NA,0,0,6,1,25,1,0,e
646,110,0.292207793,212,1,0.086363636,0.378571429,0,0,0,1,0,1,0,NA,0,0,1,0,0,0,0,5,1,55,1,4,g
647,160,0,213,0,0.2625,0.2625,0,0,0,1,0,1,0,5,0,1,0,0,0,1,1,5,1,64,0,2,f
648,170,0.030425964,214,1,0.273529412,0.243103448,1,0,0,1,0,1,0,5,0,1,0,0,0,1,1,4,1,29,1,NA,e
649,100,0.2,215,1,0.25,0.05,1,0,0,1,0,1,0,5,0,0,0,0,0,1,1,5,1,28,1,0,e
650,203,0.085087327,216,0,0.080541872,0.004545455,1,0,0,1,0,0,1,4,1,1,0,4,4,0,1,4,1,37,0,0,f
651,133,0.017579159,217,1,0.171804511,0.154225352,1,0,0,1,0,0,1,6,0,0,0,0,0,1,1,6,1,57,1,1,e
652,100,0.1,1,1,0.05,0.05,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,6,1,40,1,3,d
653,290,0.001253919,2,1,0.260344828,0.259090909,1,0,0,0,1,0,0,5,1,1,1,0,0,0,0,4,1,33,1,2,e
654,100,0.217391304,3,1,0.05,0.167391304,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,6,1,45,1,0,g
655,195,0.035897436,4,1,0.385897436,0.35,1,0,0,0,1,0,0,4,1,1,0,0,0,1,0,6,1,NA,0,NA,g
656,72.5,0,5,1,0.05,0.05,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,5,1,28,1,0,e
657,145,0.062441752,6,1,0.363793103,0.301351351,1,0,0,0,1,0,0,6,1,1,0,4,4,0,1,6,1,35,1,2,g
